"","female","pid_self","postvote_presvtwho","relig_import","ft_dem","ft_rep","health_2010hcr","age","vote.obama","democrat","republican","independent","support.aca"
"2714",1,3,2,1,"40","60",2,56,0,0,0,1,0
"2715",1,3,1,0,"85","0",3,63,1,0,0,1,0
"2716",1,3,2,0,"40","50",3,63,0,0,0,1,0
"2717",1,1,NA,0,"75","30",3,20,NA,1,0,0,0
"2718",1,2,2,1,"0","85",2,55,0,0,1,0,0
"2719",0,1,NA,1,"90","30",1,57,NA,1,0,0,1
"2720",0,1,1,1,"85","0",1,61,1,1,0,0,1
"2721",1,1,1,1,"70","40",3,31,1,1,0,0,0
"2722",1,1,1,1,"70","0",1,49,1,1,0,0,1
"2723",0,1,NA,1,"80","0",1,30,NA,1,0,0,1
"2724",0,1,1,1,"85","40",1,51,1,1,0,0,1
"2725",0,1,1,1,"100","0",1,62,1,1,0,0,1
"2726",1,2,2,1,"60","85",2,52,0,0,1,0,0
"2727",0,1,2,0,"30","65",2,72,0,1,0,0,0
"2728",1,3,NA,1,"70","100",2,64,NA,0,0,1,0
"2729",0,3,2,1,"0","25",2,43,0,0,0,1,0
"2730",1,1,1,0,"85","0",1,51,1,1,0,0,1
"2731",0,2,2,1,"15","70",2,52,0,0,1,0,0
"2732",0,3,1,1,"70","30",1,50,1,0,0,1,1
"2733",0,3,NA,1,"50","50",3,24,NA,0,0,1,0
"2734",1,3,NA,1,"15","60",2,59,NA,0,0,1,0
"2735",1,1,1,1,"100","0",3,48,1,1,0,0,0
"2736",0,3,2,0,"40","70",2,62,0,0,0,1,0
"2737",0,2,2,0,"38","85",2,55,0,0,1,0,0
"2738",0,2,2,1,"30","100",2,78,0,0,1,0,0
"2739",1,3,2,1,"15","40",2,49,0,0,0,1,0
"2740",0,1,2,0,"30","30",3,57,0,1,0,0,0
"2741",0,3,NA,1,"50","50",3,41,NA,0,0,1,0
"2742",0,1,1,0,"75","0",1,29,1,1,0,0,1
"2743",0,2,NA,0,"15","45",2,29,NA,0,1,0,0
"2744",0,1,1,1,"85","50",3,58,1,1,0,0,0
"2745",0,2,2,1,"40","60",2,70,0,0,1,0,0
"2746",1,1,NA,0,"70","40",1,26,NA,1,0,0,1
"2747",0,3,2,1,"30","40",3,70,0,0,0,1,0
"2748",0,3,NA,0,"50","50",3,48,NA,0,0,1,0
"2749",0,2,2,0,"0","68",2,35,0,0,1,0,0
"2750",0,2,2,0,"30","75",2,31,0,0,1,0,0
"2751",0,1,1,0,"50","15",1,51,1,1,0,0,1
"2752",1,2,2,0,"0","100",2,62,0,0,1,0,0
"2753",0,3,1,0,"0","0",1,41,1,0,0,1,1
"2754",0,NA,NA,0,"50","0",3,36,NA,NA,NA,NA,0
"2755",1,2,NA,1,"15","85",2,25,NA,0,1,0,0
"2756",0,3,2,0,"15","40",2,63,0,0,0,1,0
"2757",0,1,1,1,"75","35",1,35,1,1,0,0,1
"2758",0,2,1,0,"50","30",1,52,1,0,1,0,1
"2759",0,3,NA,1,"40","40",3,59,NA,0,0,1,0
"2760",1,3,2,1,"30","30",3,72,0,0,0,1,0
"2761",0,1,1,1,"60","15",1,19,1,1,0,0,1
"2762",1,1,1,1,"100","60",3,79,1,1,0,0,0
"2763",1,1,1,0,"100","0",1,33,1,1,0,0,1
"2764",1,2,2,1,"50","50",3,86,0,0,1,0,0
"2765",0,1,1,1,"85","30",1,52,1,1,0,0,1
"2766",1,1,1,1,"100","0",1,65,1,1,0,0,1
"2767",0,1,1,1,"85","30",1,55,1,1,0,0,1
"2768",1,1,1,1,"60","15",1,56,1,1,0,0,1
"2769",1,3,2,1,"50","70",3,69,0,0,0,1,0
"2770",0,NA,1,1,"60","40",2,65,1,NA,NA,NA,0
"2771",0,3,2,1,"0","60",2,54,0,0,0,1,0
"2772",0,3,1,0,"75","50",1,27,1,0,0,1,1
"2773",0,2,2,0,"2","65",2,22,0,0,1,0,0
"2774",0,2,2,1,"50","60",3,38,0,0,1,0,0
"2775",0,1,NA,0,"85","55",1,31,NA,1,0,0,1
"2776",1,1,NA,1,"85","40",3,39,NA,1,0,0,0
"2777",1,1,2,1,"60","50",2,84,0,1,0,0,0
"2778",1,3,2,1,"50","50",2,48,0,0,0,1,0
"2779",1,3,1,1,"60","50",3,58,1,0,0,1,0
"2780",1,1,NA,1,"65","15",1,52,NA,1,0,0,1
"2781",0,1,NA,0,"100","30",1,66,NA,1,0,0,1
"2782",1,1,1,1,"100","0",1,90,1,1,0,0,1
"2783",1,2,2,1,"40","85",3,41,0,0,1,0,0
"2784",0,3,2,1,"30","85",2,77,0,0,0,1,0
"2785",0,2,2,0,"30","50",2,61,0,0,1,0,0
"2786",1,3,2,1,"50","50",2,47,0,0,0,1,0
"2787",1,1,1,1,"85","15",1,62,1,1,0,0,1
"2788",0,2,1,1,"40","65",1,50,1,0,1,0,1
"2789",1,2,2,1,"45","80",2,34,0,0,1,0,0
"2790",0,2,2,1,"0","70",2,51,0,0,1,0,0
"2791",1,2,2,1,"50","70",2,52,0,0,1,0,0
"2792",1,2,2,1,"30","70",2,72,0,0,1,0,0
"2793",0,2,2,1,"0","85",2,68,0,0,1,0,0
"2794",0,1,NA,1,"55","50",2,54,NA,1,0,0,0
"2795",0,2,2,1,"50","70",2,60,0,0,1,0,0
"2796",0,3,NA,1,"50","50",1,61,NA,0,0,1,1
"2797",1,2,2,1,"5","70",2,55,0,0,1,0,0
"2798",0,3,2,0,"40","60",2,68,0,0,0,1,0
"2799",1,3,NA,0,"50","50",3,57,NA,0,0,1,0
"2800",1,1,NA,1,"85","15",1,47,NA,1,0,0,1
"2801",1,1,1,0,"40","0",1,34,1,1,0,0,1
"2802",0,3,1,0,"40","15",1,50,1,0,0,1,1
"2803",0,2,NA,1,"50","100",1,32,NA,0,1,0,1
"2804",0,1,1,1,"15","15",3,69,1,1,0,0,0
"2805",0,2,NA,0,"40","40",3,33,NA,0,1,0,0
"2806",0,NA,2,1,"40","55",2,36,0,NA,NA,NA,0
"2807",0,3,1,1,"85","10",1,54,1,0,0,1,1
"2808",0,2,2,1,"0","100",2,25,0,0,1,0,0
"2809",1,1,1,1,"100","85",3,67,1,1,0,0,0
"2810",0,2,2,1,"0","70",2,47,0,0,1,0,0
"2811",1,NA,NA,1,"50","50",3,51,NA,NA,NA,NA,0
"2812",0,1,2,1,"50","50",3,41,0,1,0,0,0
"2813",0,1,1,1,"85","30",1,66,1,1,0,0,1
"2814",0,1,1,1,"85","60",3,43,1,1,0,0,0
"2815",0,1,1,0,"70","30",3,41,1,1,0,0,0
"2816",1,1,NA,0,"85","0",1,57,NA,1,0,0,1
"2817",0,3,2,0,"15","30",2,55,0,0,0,1,0
"2818",0,2,2,1,"0","85",2,70,0,0,1,0,0
"2819",0,1,NA,0,"70","15",1,65,NA,1,0,0,1
"2820",0,2,2,1,"15","85",2,55,0,0,1,0,0
"2821",1,1,1,1,"70","40",1,68,1,1,0,0,1
"2822",1,3,1,1,"85","40",1,41,1,0,0,1,1
"2823",1,NA,NA,0,"0","0",2,35,NA,NA,NA,NA,0
"2824",0,3,2,0,"40","60",2,52,0,0,0,1,0
"2825",0,1,NA,1,"85","10",1,67,NA,1,0,0,1
"2826",1,1,1,0,"70","40",3,34,1,1,0,0,0
"2827",1,1,1,1,"100","15",1,52,1,1,0,0,1
"2828",1,1,1,0,"85","0",1,20,1,1,0,0,1
"2829",1,3,2,1,"50","70",3,62,0,0,0,1,0
"2830",0,2,2,1,"0","85",2,47,0,0,1,0,0
"2831",1,3,2,1,"60","50",2,60,0,0,0,1,0
"2832",0,1,1,1,"85","50",3,79,1,1,0,0,0
"2833",1,1,2,0,"50","30",2,42,0,1,0,0,0
"2834",0,3,1,0,"60","15",1,25,1,0,0,1,1
"2835",0,1,1,0,"100","0",1,38,1,1,0,0,1
"2836",1,1,1,1,"85","50",3,26,1,1,0,0,0
"2837",0,2,2,1,"15","60",2,54,0,0,1,0,0
"2838",0,NA,NA,1,"15","60",2,46,NA,NA,NA,NA,0
"2839",0,1,1,1,"70","30",1,46,1,1,0,0,1
"2840",0,NA,NA,0,"10","10",2,24,NA,NA,NA,NA,0
"2841",0,3,NA,1,"60","40",1,75,NA,0,0,1,1
"2842",1,2,1,0,"60","70",3,45,1,0,1,0,0
"2843",0,2,2,1,"0","60",1,47,0,0,1,0,1
"2844",0,2,2,1,"0","50",2,22,0,0,1,0,0
"2845",0,3,2,1,"60","70",3,70,0,0,0,1,0
"2846",0,1,1,0,"60","15",1,29,1,1,0,0,1
"2847",1,2,2,0,"15","88",2,47,0,0,1,0,0
"2848",0,1,1,1,"100","0",1,47,1,1,0,0,1
"2849",1,1,NA,0,"85","0",1,25,NA,1,0,0,1
"2850",1,2,2,1,"30","60",2,58,0,0,1,0,0
"2851",1,3,NA,1,"70","40",2,43,NA,0,0,1,0
"2852",1,2,2,0,"50","85",3,58,0,0,1,0,0
"2853",1,1,1,1,"70","15",3,52,1,1,0,0,0
"2854",0,3,2,0,"0","30",2,56,0,0,0,1,0
"2855",1,1,1,1,"87","10",3,39,1,1,0,0,0
"2856",1,3,NA,0,"50","50",3,25,NA,0,0,1,0
"2857",0,3,NA,0,"40","70",3,71,NA,0,0,1,0
"2858",0,3,1,1,"60","30",1,58,1,0,0,1,1
"2859",0,2,2,1,"1","70",2,45,0,0,1,0,0
"2860",0,3,1,1,"50","50",1,49,1,0,0,1,1
"2861",1,2,2,1,"10","90",3,75,0,0,1,0,0
"2862",0,1,1,1,"75","20",1,58,1,1,0,0,1
"2863",1,1,1,1,"100","15",3,51,1,1,0,0,0
"2864",0,3,NA,0,"85","60",3,54,NA,0,0,1,0
"2865",1,3,2,1,"50","50",2,60,0,0,0,1,0
"2866",0,1,1,0,"100","0",1,41,1,1,0,0,1
"2867",0,3,2,1,"35","60",2,65,0,0,0,1,0
"2868",1,1,1,1,"85","0",1,32,1,1,0,0,1
"2869",1,1,2,1,"60","40",3,60,0,1,0,0,0
"2870",1,1,1,1,"100","0",1,45,1,1,0,0,1
"2871",0,3,NA,1,"40","80",2,52,NA,0,0,1,0
"2872",1,3,1,0,"50","15",1,50,1,0,0,1,1
"2873",1,2,1,0,"85","50",1,48,1,0,1,0,1
"2874",0,3,2,1,"0","70",2,78,0,0,0,1,0
"2875",0,2,2,0,"35","75",2,36,0,0,1,0,0
"2876",1,3,1,0,"50","40",3,35,1,0,0,1,0
"2877",0,NA,NA,0,"40","30",3,58,NA,NA,NA,NA,0
"2878",1,1,1,0,"60","10",1,72,1,1,0,0,1
"2879",0,1,1,1,"10","10",3,78,1,1,0,0,0
"2880",0,3,2,1,"0","30",2,54,0,0,0,1,0
"2881",0,2,2,1,"65","90",3,47,0,0,1,0,0
"2882",1,1,NA,0,"50","30",1,26,NA,1,0,0,1
"2883",1,1,2,1,"50","30",3,19,0,1,0,0,0
"2884",1,1,NA,1,"100","0",1,39,NA,1,0,0,1
"2885",1,1,1,0,"70","0",1,27,1,1,0,0,1
"2886",1,3,1,1,"75","45",3,61,1,0,0,1,0
"2887",0,1,1,0,"85","15",1,43,1,1,0,0,1
"2888",0,1,1,0,"60","0",2,61,1,1,0,0,0
"2889",0,3,NA,0,"40","30",1,63,NA,0,0,1,1
"2890",0,1,1,1,"75","10",1,53,1,1,0,0,1
"2891",0,1,1,0,"70","2",1,40,1,1,0,0,1
"2892",0,2,2,0,"15","60",2,49,0,0,1,0,0
"2893",0,3,2,1,"0","40",2,72,0,0,0,1,0
"2894",1,1,1,1,"100","0",1,69,1,1,0,0,1
"2895",1,3,1,1,"70","15",1,71,1,0,0,1,1
"2896",1,3,1,1,"60","40",3,37,1,0,0,1,0
"2897",1,2,NA,1,"50","60",3,34,NA,0,1,0,0
"2898",1,3,NA,1,"85","85",1,41,NA,0,0,1,1
"2899",1,3,1,1,"85","30",1,59,1,0,0,1,1
"2900",1,2,2,1,"15","70",2,75,0,0,1,0,0
"2901",0,1,NA,0,"75","15",3,72,NA,1,0,0,0
"2902",1,1,1,1,"85","50",1,61,1,1,0,0,1
"2903",0,2,2,1,"0","30",3,54,0,0,1,0,0
"2904",1,2,2,1,"0","100",2,53,0,0,1,0,0
"2905",1,1,NA,1,"40","30",3,53,NA,1,0,0,0
"2906",1,1,1,1,"85","60",1,58,1,1,0,0,1
"2907",0,1,1,1,"70","60",1,63,1,1,0,0,1
"2908",0,2,2,1,"15","60",2,64,0,0,1,0,0
"2909",1,2,2,1,"50","60",2,54,0,0,1,0,0
"2910",0,1,NA,1,"70","30",1,58,NA,1,0,0,1
"2911",0,2,2,1,"15","40",2,31,0,0,1,0,0
"2912",1,1,1,1,"100","0",3,49,1,1,0,0,0
"2913",1,1,NA,0,"100","0",1,56,NA,1,0,0,1
"2914",0,3,NA,1,"60","50",2,51,NA,0,0,1,0
"2915",0,3,NA,1,"20","35",2,44,NA,0,0,1,0
"2916",0,1,1,1,"85","30",1,60,1,1,0,0,1
"2917",1,1,1,1,"85","40",1,61,1,1,0,0,1
"2918",0,2,2,0,"25","50",2,73,0,0,1,0,0
"2919",0,2,2,1,"30","90",2,28,0,0,1,0,0
"2920",1,2,2,1,"40","60",3,60,0,0,1,0,0
"2921",0,1,1,1,"70","15",1,62,1,1,0,0,1
"2922",1,1,1,1,"85","15",1,59,1,1,0,0,1
"2923",0,3,2,0,"15","50",2,76,0,0,0,1,0
"2924",0,1,NA,1,"100","40",3,67,NA,1,0,0,0
"2925",1,2,2,1,"0","85",2,68,0,0,1,0,0
"2926",0,3,1,0,"70","10",1,47,1,0,0,1,1
"2927",1,2,NA,1,"0","85",2,62,NA,0,1,0,0
"2928",1,2,2,1,"30","65",2,43,0,0,1,0,0
"2929",0,2,2,1,"15","85",2,75,0,0,1,0,0
"2930",1,1,NA,1,"100","0",1,34,NA,1,0,0,1
"2931",1,3,2,1,"50","60",2,67,0,0,0,1,0
"2932",1,1,1,1,"85","0",1,80,1,1,0,0,1
"2933",0,3,NA,1,"60","50",3,22,NA,0,0,1,0
"2934",0,3,2,0,"50","50",3,44,0,0,0,1,0
"2935",1,1,1,1,"70","15",1,65,1,1,0,0,1
"2936",1,3,1,1,"70","40",1,71,1,0,0,1,1
"2937",0,3,2,1,"30","70",2,71,0,0,0,1,0
"2938",0,1,1,0,"70","30",3,32,1,1,0,0,0
"2939",1,1,NA,1,"70","15",3,52,NA,1,0,0,0
"2940",0,2,2,1,"15","85",1,27,0,0,1,0,1
"2941",1,NA,2,1,"40","50",2,50,0,NA,NA,NA,0
"2942",0,1,1,1,"95","10",1,53,1,1,0,0,1
"2943",0,1,1,0,"70","5",1,61,1,1,0,0,1
"2944",0,1,1,1,"100","0",1,25,1,1,0,0,1
"2945",0,3,NA,0,"50","50",2,29,NA,0,0,1,0
"2946",1,1,1,1,"100","0",1,26,1,1,0,0,1
"2947",1,3,NA,1,"15","70",2,71,NA,0,0,1,0
"2948",0,3,1,1,"70","60",3,84,1,0,0,1,0
"2949",0,3,1,0,"70","15",1,36,1,0,0,1,1
"2950",0,3,2,1,"40","40",2,46,0,0,0,1,0
"2951",0,3,1,1,"60","51",1,41,1,0,0,1,1
"2952",1,3,NA,1,"50","50",1,28,NA,0,0,1,1
"2953",0,1,1,1,"85","0",1,65,1,1,0,0,1
"2954",1,2,1,1,"50","70",2,24,1,0,1,0,0
"2955",1,3,1,1,"60","10",1,33,1,0,0,1,1
"2956",0,3,1,0,"0","0",2,41,1,0,0,1,0
"2957",0,3,NA,0,"0","0",2,33,NA,0,0,1,0
"2958",0,1,1,0,"60","55",3,43,1,1,0,0,0
"2959",1,3,2,0,"50","50",1,40,0,0,0,1,1
"2960",0,1,1,1,"50","15",3,40,1,1,0,0,0
"2961",1,3,1,0,"70","15",1,64,1,0,0,1,1
"2962",1,1,2,0,"50","50",2,65,0,1,0,0,0
"2963",1,3,NA,1,NA,NA,3,66,NA,0,0,1,0
"2964",1,2,NA,1,"35","60",1,65,NA,0,1,0,1
"2965",0,2,2,1,"30","85",2,21,0,0,1,0,0
"2966",1,3,NA,1,"60","30",1,19,NA,0,0,1,1
"2967",1,2,NA,1,"0","80",3,31,NA,0,1,0,0
"2968",1,1,1,1,"85","0",1,68,1,1,0,0,1
"2969",1,1,1,1,"100","0",2,73,1,1,0,0,0
"2970",0,3,1,0,"60","40",1,73,1,0,0,1,1
"2971",1,1,NA,0,"60","60",3,41,NA,1,0,0,0
"2972",1,3,2,1,"40","60",2,41,0,0,0,1,0
"2973",1,3,NA,1,"35","75",2,25,NA,0,0,1,0
"2974",0,2,NA,0,"15","75",2,39,NA,0,1,0,0
"2975",0,3,NA,0,"15","30",3,54,NA,0,0,1,0
"2976",0,2,2,1,"0","100",2,65,0,0,1,0,0
"2977",1,3,2,1,"0","50",2,60,0,0,0,1,0
"2978",0,1,NA,0,"15","70",2,68,NA,1,0,0,0
"2979",0,3,2,1,"40","70",1,24,0,0,0,1,1
"2980",1,1,1,0,"60","40",1,64,1,1,0,0,1
"2981",1,1,NA,1,"60","40",3,20,NA,1,0,0,0
"2982",1,3,NA,0,"0","30",2,31,NA,0,0,1,0
"2983",1,1,NA,1,"70","15",1,21,NA,1,0,0,1
"2984",0,2,2,1,"30","70",2,60,0,0,1,0,0
"2985",1,3,NA,0,"0","0",2,52,NA,0,0,1,0
"2986",0,2,2,1,"50","80",2,26,0,0,1,0,0
"2987",1,2,2,1,"10","95",2,60,0,0,1,0,0
"2988",1,3,1,0,"50","50",1,55,1,0,0,1,1
"2989",0,3,NA,0,"35","30",3,24,NA,0,0,1,0
"2990",1,1,1,0,"70","40",1,62,1,1,0,0,1
"2991",0,2,1,1,"50","50",3,30,1,0,1,0,0
"2992",0,1,NA,1,"100","15",3,60,NA,1,0,0,0
"2993",1,2,2,1,"0","85",2,49,0,0,1,0,0
"2994",1,1,1,1,"100","30",1,58,1,1,0,0,1
"2995",0,1,1,1,"85","15",1,65,1,1,0,0,1
"2996",0,1,NA,1,"70","40",3,47,NA,1,0,0,0
"2997",1,1,1,0,"70","15",1,65,1,1,0,0,1
"2998",1,3,NA,1,"50","50",1,51,NA,0,0,1,1
"2999",0,2,2,1,"15","30",2,69,0,0,1,0,0
"3000",1,1,1,1,"60","40",3,23,1,1,0,0,0
"3001",1,1,NA,1,"60","30",1,67,NA,1,0,0,1
"3002",0,3,1,1,"60","15",1,46,1,0,0,1,1
"3003",0,1,1,0,"70","15",2,56,1,1,0,0,0
"3004",1,3,NA,1,"40","60",2,58,NA,0,0,1,0
"3005",0,3,1,0,"40","23",1,39,1,0,0,1,1
"3006",0,1,NA,0,"70","0",1,78,NA,1,0,0,1
"3007",0,1,2,1,"60","50",3,61,0,1,0,0,0
"3008",1,2,2,1,"15","85",2,64,0,0,1,0,0
"3009",1,1,1,0,"70","15",2,32,1,1,0,0,0
"3010",0,NA,1,1,"70","60",3,51,1,NA,NA,NA,0
"3011",1,1,1,1,"70","0",1,31,1,1,0,0,1
"3012",0,3,1,0,"60","50",1,44,1,0,0,1,1
"3013",1,3,NA,1,"60","0",1,32,NA,0,0,1,1
"3014",0,1,1,1,"100","85",2,55,1,1,0,0,0
"3015",0,1,1,1,"50","0",1,69,1,1,0,0,1
"3016",0,1,NA,1,"60","0",1,20,NA,1,0,0,1
"3017",0,1,1,1,"85","0",1,46,1,1,0,0,1
"3018",0,1,1,0,"60","30",3,68,1,1,0,0,0
"3019",0,3,NA,0,"70","50",3,35,NA,0,0,1,0
"3020",1,2,2,1,"10","90",2,27,0,0,1,0,0
"3021",1,2,2,1,"0","100",2,41,0,0,1,0,0
"3022",0,3,1,0,"60","0",1,71,1,0,0,1,1
"3023",0,1,1,1,"100","30",1,73,1,1,0,0,1
"3024",0,2,2,1,"15","70",2,55,0,0,1,0,0
"3025",0,NA,1,0,"85","0",1,27,1,NA,NA,NA,1
"3026",1,1,1,1,"85","15",3,58,1,1,0,0,0
"3027",0,1,2,1,"50","50",1,33,0,1,0,0,1
"3028",1,3,2,1,"40","60",3,64,0,0,0,1,0
"3029",1,1,1,1,"85","20",1,47,1,1,0,0,1
"3030",0,1,1,1,"85","0",1,38,1,1,0,0,1
"3031",0,3,NA,1,"60","0",1,29,NA,0,0,1,1
"3032",1,2,NA,1,"15","30",2,56,NA,0,1,0,0
"3033",0,1,1,1,"50","50",1,31,1,1,0,0,1
"3034",0,1,1,0,"100","0",2,47,1,1,0,0,0
"3035",1,1,NA,1,"80","15",1,28,NA,1,0,0,1
"3036",0,3,NA,0,"55","40",1,40,NA,0,0,1,1
"3037",1,1,1,1,"100","15",1,57,1,1,0,0,1
"3038",1,2,2,0,"15","85",2,19,0,0,1,0,0
"3039",1,1,1,0,"85","15",1,36,1,1,0,0,1
"3040",1,1,NA,1,"85","50",1,68,NA,1,0,0,1
"3041",0,3,1,1,"80","30",1,66,1,0,0,1,1
"3042",0,2,2,1,"30","70",2,79,0,0,1,0,0
"3043",0,3,2,1,"15","40",1,51,0,0,0,1,1
"3044",1,2,1,1,"40","50",3,78,1,0,1,0,0
"3045",1,3,1,1,"50","50",3,51,1,0,0,1,0
"3046",1,1,1,0,"70","40",1,70,1,1,0,0,1
"3047",0,3,2,0,"20","70",2,61,0,0,0,1,0
"3048",1,1,1,1,"100","50",1,42,1,1,0,0,1
"3049",1,1,NA,0,"60","15",1,60,NA,1,0,0,1
"3050",0,2,2,1,"0","85",2,75,0,0,1,0,0
"3051",0,1,NA,1,"100","0",1,41,NA,1,0,0,1
"3052",1,3,1,0,"55","45",2,20,1,0,0,1,0
"3053",1,1,1,1,"100","0",1,66,1,1,0,0,1
"3054",0,3,NA,0,"50","50",2,50,NA,0,0,1,0
"3055",0,3,1,1,"60","50",2,52,1,0,0,1,0
"3056",0,1,1,1,"100","0",1,78,1,1,0,0,1
"3057",1,2,2,1,"40","40",2,29,0,0,1,0,0
"3058",0,2,NA,0,"15","10",3,25,NA,0,1,0,0
"3059",0,1,1,1,"85","30",1,46,1,1,0,0,1
"3060",0,2,2,1,"35","55",2,27,0,0,1,0,0
"3061",0,1,1,0,"100","0",1,25,1,1,0,0,1
"3062",1,2,2,1,"20","60",2,42,0,0,1,0,0
"3063",1,1,1,1,"100","0",1,38,1,1,0,0,1
"3064",1,1,1,0,"70","0",1,36,1,1,0,0,1
"3065",0,3,NA,0,"0","0",2,32,NA,0,0,1,0
"3066",0,2,NA,0,"40","70",2,28,NA,0,1,0,0
"3067",0,3,1,0,"70","30",1,63,1,0,0,1,1
"3068",0,3,2,0,"100","0",3,41,0,0,0,1,0
"3069",0,3,1,0,"40","0",3,66,1,0,0,1,0
"3070",1,1,1,1,"100","0",1,23,1,1,0,0,1
"3071",0,2,2,1,"16","75",2,40,0,0,1,0,0
"3072",0,2,2,0,"0","75",2,43,0,0,1,0,0
"3073",0,1,NA,1,"60","50",1,38,NA,1,0,0,1
"3074",0,3,NA,0,"0","50",2,31,NA,0,0,1,0
"3075",1,1,1,0,"85","0",1,30,1,1,0,0,1
"3076",0,3,1,1,"60","45",1,37,1,0,0,1,1
"3077",0,3,2,0,"0","75",2,70,0,0,0,1,0
"3078",0,1,1,1,"70","30",1,70,1,1,0,0,1
"3079",1,1,1,1,"70","0",1,52,1,1,0,0,1
"3080",0,NA,2,1,"15","15",2,44,0,NA,NA,NA,0
"3081",1,1,NA,1,"85","15",1,27,NA,1,0,0,1
"3082",1,3,NA,1,"50","50",3,61,NA,0,0,1,0
"3083",0,1,1,1,"100","30",1,62,1,1,0,0,1
"3084",0,3,2,0,"40","50",2,59,0,0,0,1,0
"3085",0,2,NA,1,"50","50",3,57,NA,0,1,0,0
"3086",1,3,NA,0,"70","30",1,45,NA,0,0,1,1
"3087",0,1,NA,1,"85","25",3,63,NA,1,0,0,0
"3088",1,3,2,1,"60","60",3,60,0,0,0,1,0
"3089",1,1,NA,1,"100","0",1,38,NA,1,0,0,1
"3090",0,1,2,1,"60","50",2,74,0,1,0,0,0
"3091",0,NA,NA,0,"60","10",1,21,NA,NA,NA,NA,1
"3092",0,3,NA,0,"30","60",3,60,NA,0,0,1,0
"3093",0,1,NA,1,"70","30",3,59,NA,1,0,0,0
"3094",0,2,NA,1,"0","70",2,59,NA,0,1,0,0
"3095",1,1,NA,1,"100","50",1,39,NA,1,0,0,1
"3096",0,1,1,1,"60","50",3,64,1,1,0,0,0
"3097",0,1,NA,0,"55","40",1,32,NA,1,0,0,1
"3098",1,1,1,0,"70","15",1,44,1,1,0,0,1
"3099",1,3,2,1,"40","40",1,40,0,0,0,1,1
"3100",1,1,1,1,"85","0",1,66,1,1,0,0,1
"3101",1,1,1,1,"70","0",3,61,1,1,0,0,0
"3102",0,3,NA,1,"70","40",3,47,NA,0,0,1,0
"3103",0,2,2,1,"50","60",2,24,0,0,1,0,0
"3104",1,1,1,1,"100","0",1,56,1,1,0,0,1
"3105",0,3,1,0,"60","30",1,63,1,0,0,1,1
"3106",0,3,2,1,"15","70",2,59,0,0,0,1,0
"3107",1,2,2,1,"40","70",3,76,0,0,1,0,0
"3108",0,1,1,0,"60","40",3,40,1,1,0,0,0
"3109",0,3,1,0,"59","41",3,38,1,0,0,1,0
"3110",0,3,1,1,"60","30",1,65,1,0,0,1,1
"3111",0,3,1,0,"25","0",2,31,1,0,0,1,0
"3112",0,2,NA,1,"0","60",2,29,NA,0,1,0,0
"3113",0,2,2,1,"5","90",2,33,0,0,1,0,0
"3114",0,2,2,1,"15","60",2,22,0,0,1,0,0
"3115",0,1,1,1,"85","15",1,65,1,1,0,0,1
"3116",0,1,1,1,"45","40",3,47,1,1,0,0,0
"3117",1,1,1,1,"85","0",1,55,1,1,0,0,1
"3118",0,1,NA,1,"80","50",1,55,NA,1,0,0,1
"3119",0,3,NA,1,"70","0",3,21,NA,0,0,1,0
"3120",1,3,NA,1,"40","60",3,54,NA,0,0,1,0
"3121",1,2,1,1,"70","40",1,52,1,0,1,0,1
"3122",0,3,NA,1,"0","60",2,89,NA,0,0,1,0
"3123",1,1,1,0,"90","0",1,59,1,1,0,0,1
"3124",1,2,2,1,"30","85",2,71,0,0,1,0,0
"3125",0,1,1,1,"100","0",1,31,1,1,0,0,1
"3126",1,3,NA,1,"70","40",1,68,NA,0,0,1,1
"3127",1,NA,1,0,"70","50",3,52,1,NA,NA,NA,0
"3128",1,3,1,1,"100","0",1,76,1,0,0,1,1
"3129",0,1,NA,1,"80","5",1,29,NA,1,0,0,1
"3130",0,2,1,1,"40","40",3,29,1,0,1,0,0
"3131",1,3,1,0,"85","0",1,37,1,0,0,1,1
"3132",1,1,1,1,"60","15",1,52,1,1,0,0,1
"3133",0,3,1,0,"100","60",1,67,1,0,0,1,1
"3134",1,1,NA,0,"90","0",1,37,NA,1,0,0,1
"3135",0,3,NA,1,"50","0",3,31,NA,0,0,1,0
"3136",1,1,1,1,"100","0",1,53,1,1,0,0,1
"3137",1,2,2,0,"80","70",1,67,0,0,1,0,1
"3138",0,3,NA,0,"0","30",2,68,NA,0,0,1,0
"3139",0,2,NA,0,"30","0",1,51,NA,0,1,0,1
"3140",0,3,NA,1,"50","25",3,53,NA,0,0,1,0
"3141",0,NA,NA,1,"40","0",3,46,NA,NA,NA,NA,0
"3142",0,2,2,1,"15","85",2,64,0,0,1,0,0
"3143",0,3,1,1,"70","40",1,67,1,0,0,1,1
"3144",1,2,2,1,"15","70",2,40,0,0,1,0,0
"3145",0,3,1,0,"60","15",3,63,1,0,0,1,0
"3146",0,3,NA,1,"50","15",1,29,NA,0,0,1,1
"3147",1,3,NA,1,"70","30",1,45,NA,0,0,1,1
"3148",1,3,1,0,"50","50",3,35,1,0,0,1,0
"3149",0,2,2,0,"50","70",2,60,0,0,1,0,0
"3150",0,2,2,1,"15","70",2,30,0,0,1,0,0
"3151",0,2,2,1,"40","85",3,20,0,0,1,0,0
"3152",0,3,NA,1,"60","60",1,59,NA,0,0,1,1
